Trans. date,Post date,Description,Amount,Category
8/15/2023,8/15/2023,AT THE SHOP SAN MATEO CA,2019.80,Gasoline
8/15/2023,8/15/2023,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.83,Merchandise
8/16/2023,8/16/2023,PAYPAL *CRUNCHYROLL 402-935-7733 CA,7.99,Services
8/16/2023,8/16/2023,UBER TRIP 866-576-1039 CA,10.99,Travel/ Entertainment
8/17/2023,8/17/2023,SAFEWAY #1547 BURLINGAME CA,22.07,Supermarkets
8/18/2023,8/18/2023,CCBILL.COM 888-5969279 AZ,9.56,Merchandise
8/21/2023,8/21/2023,A ONE GAS SAN LORENZO CA,51.98,Gasoline
8/21/2023,8/21/2023,AMAZON.COM*TQ2JM1XX0 AMZN.COM/BILLWA3RN7P73TZQF,22.08,Merchandise
8/21/2023,8/21/2023,CENTRAL COMPUTERS OF S SANTA CLARA CA02156R,122.70,Merchandise
8/21/2023,8/21/2023,STEAM PURCHASE 425-952-2985 WA,59.99,Travel/ Entertainment
8/21/2023,8/21/2023,WALMART STORE 05434 SAN LEANDRO CA,26.56,Merchandise
8/22/2023,8/22/2023,SPROUTS FARMERS MARSSS DALY CITY CA,77.10,Supermarkets
8/24/2023,8/24/2023,INTERNET PAYMENT - THANK YOU,-2000.00,Payments and Credits
8/24/2023,8/24/2023,SQ *THE GREEK THEATER SAN FRANCISCOCA0001152921513116617060,49.61,Restaurants
8/29/2023,8/29/2023,BEST BUY 00001404295 SAN CARLOS CA,2.34,Merchandise
8/29/2023,8/29/2023,BEST BUY 00001404295 SAN CARLOS CA,185.92,Merchandise
8/29/2023,8/29/2023,CENTRAL COMPUTERS OF S SANTA CLARA CA02925R,39.37,Merchandise
8/29/2023,8/29/2023,CENTRAL COMPUTERS OF S SANTA CLARA CA02937R,63.26,Merchandise
8/29/2023,8/29/2023,PANDA EXPRESS #907 P 800-877-8988 CA,10.85,Restaurants
8/29/2023,8/29/2023,SAFEWAY #2878 MILLBRAE CA,72.88,Supermarkets
8/29/2023,8/29/2023,TARGET 00011221091 SAN MATEO CA,50.26,Supermarkets
8/29/2023,8/29/2023,WALGREENS #0625 MILLBRAE CA,34.98,Merchandise
9/1/2023,9/3/2023,CHATGPT SUBSCRIPTION 4158799686 CA,20.00,Merchandise
9/1/2023,9/3/2023,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise
9/1/2023,9/3/2023,PLANNED PARENTHOOD ACTIO NEW YORK NY,5.00,Services
9/1/2023,9/3/2023,SPOTIFY P257B01D39 8777781161 NY,5.99,Merchandise
9/2/2023,9/3/2023,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10.00,Merchandise
9/2/2023,9/3/2023,ONEPASS 877-515-9364 MN166398,125.10,Services
9/2/2023,9/3/2023,ONEPASS 877-515-9364 MN165439,139.00,Services
9/3/2023,9/3/2023,MOLLIE STONES #6 BURLINGAME CA,31.81,Supermarkets
9/4/2023,9/4/2023,AUTOMATIC STATEMENT CREDIT,-51.34,Awards and Rebate Credits
9/5/2023,9/5/2023,AMAZON.COM*TL9IJ5292 AMZN.COM/BILLWA2UJIAHNSZ70,22.08,Merchandise
9/5/2023,9/5/2023,INTERNET PAYMENT - THANK YOU,-2133.04,Payments and Credits
9/6/2023,9/6/2023,JERSEY MIKES ONLINE ORDE 732-223-4044 NJAPPLE PAY ENDING IN 1455,10.95,Restaurants
9/6/2023,9/6/2023,MUIR SPACE 4288 MILL VALLEY CA,69.00,Services
9/7/2023,9/7/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDJFY29ZA0,9.99,Merchandise
9/7/2023,9/7/2023,CAFFE STELLATO BURLINGAME CA,34.41,Restaurants
9/8/2023,9/8/2023,PALO ALTO TENNIS SHOP PALO ALTO CA,163.91,Merchandise
9/8/2023,9/8/2023,SAN MATEO PARKS AND RECR 650-522-7408 CA,185.00,Government Services
9/8/2023,9/8/2023,SAN MATEO SERVICE FEE 650-522-7408 CA,6.01,Government Services
9/8/2023,9/8/2023,TMOBILE*POSTPAID PDA 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,111.63,Merchandise
9/9/2023,9/9/2023,CCBILL.COM 888-5969279 AZ,7.43,Merchandise
9/9/2023,9/9/2023,RAIN TREE CAFE. SAN FRANCISCOCA,86.09,Restaurants
9/9/2023,9/9/2023,SP^AFF* SLINGERBAG 8554233729 CA,164.44,Merchandise
9/10/2023,9/10/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDJT7BH5A0,16.95,Merchandise
9/10/2023,9/10/2023,CLAIRE'S #6827 SAN MATEO CA,62.45,Merchandise
9/11/2023,9/11/2023,DROPDECK 7372426703 MD,19.00,Merchandise
9/11/2023,9/11/2023,FASTRAK CSC 415-486-8655 CA,25.00,Travel/ Entertainment
9/11/2023,9/11/2023,TACO BELL 730746 650-403-0395 CAAPPLE PAY ENDING IN 1455,15.22,Restaurants
9/12/2023,9/12/2023,PANDA EXPRESS #907 P 800-877-8988 CA,10.85,Restaurants
9/12/2023,9/12/2023,TENNIS WAREHOUSE 8008836647 CA,25.00,Merchandise
9/14/2023,9/14/2023,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.83,Merchandise
9/15/2023,9/15/2023,PAYPAL *CRUNCHYROLL 402-935-7733 CA,7.99,Services
9/16/2023,9/16/2023,SQ *MELLOW COFFEE SAN FRANCISCOCA0001152921513197525747,5.97,Merchandise
9/16/2023,9/16/2023,SQ *ROSE GOLD'S TATTOO SAN FRANCISCOCA0001152921513197662543,18.99,Merchandise
9/16/2023,9/16/2023,TST* SANDYS SAN FRANCISCOCA00104288013715099959AA,20.40,Restaurants
9/17/2023,9/17/2023,SQ *CAFE SIETE BURLINGAME CA0001152921513201455985,7.00,Restaurants
9/17/2023,9/17/2023,TST* URBAN KITCHEN BURLINGAME CA00113802013738256804AA,30.51,Restaurants
9/18/2023,9/18/2023,AMAZON.COM*TX8CC92K2 AMZN.COM/BILLWA12X9MM88BMR,22.08,Merchandise
9/19/2023,9/19/2023,AARTI PETROLEUM REDWOOD CITY CA,29.02,Gasoline
9/20/2023,9/20/2023,INTERNET PAYMENT - THANK YOU,-1280.99,Payments and Credits
9/21/2023,9/21/2023,TCKTWEB*BENNYSINGSDANA 800-965-4827 CA93192760IM97FQUQ,32.42,Travel/ Entertainment
9/22/2023,9/20/2023,REPRESENTED INTERNET PAYMENT - THANK YOU,-1280.99,Payments and Credits
9/22/2023,9/20/2023,RETURNED INTERNET PMT,1280.99,Payments and Credits
9/22/2023,9/22/2023,RETURNED CHECK CHARGE,30.00,Fees
9/24/2023,9/24/2023,STARBUCKS STORE 00613 SAN MATEO CA8FD9D0D67479710842,10.45,Restaurants
9/25/2023,9/25/2023,SP^AFF* SLINGERBAG 8554233729 CA,164.43,Merchandise
9/25/2023,9/25/2023,WALGREENS #0625 MILLBRAE CA,63.42,Merchandise
9/26/2023,9/20/2023,RETURNED INTERNET PMT,1280.99,Payments and Credits
9/26/2023,9/26/2023,UBER* TRIP 8665761039 CA,9.91,Travel/ Entertainment
9/28/2023,9/28/2023,TACO BELL 730746 650-403-0395 CAAPPLE PAY ENDING IN 1455,13.46,Restaurants
9/30/2023,9/30/2023,PANDA EXPRESS #907 P 800-877-8988 CA,16.33,Restaurants
10/1/2023,10/1/2023,CHATGPT SUBSCRIPTION 4158799686 CA,20.00,Merchandise
10/1/2023,10/1/2023,SPOTIFY P262EACB2F 8777781161 NY,5.99,Merchandise
10/1/2023,10/3/2023,PLANNED PARENTHOOD ACTIO NEW YORK NY,5.00,Services
10/1/2023,10/3/2023,SAFEWAY #1547 BURLINGAME CA,39.18,Supermarkets
10/2/2023,10/2/2023,ONEPASS 877-515-9364 MN186703,125.10,Services
10/2/2023,10/2/2023,ONEPASS 877-515-9364 MN185761,139.00,Services
10/2/2023,10/3/2023,AMAZON.COM*T91E50GG0 AMZN.COM/BILLWA1EDQVVBW10H,22.08,Merchandise
10/2/2023,10/3/2023,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10.00,Merchandise
10/3/2023,10/3/2023,AUTOMATIC STATEMENT CREDIT,-24.26,Awards and Rebate Credits
10/3/2023,10/3/2023,INTERNET PAYMENT - THANK YOU,-1900.00,Payments and Credits
10/3/2023,10/3/2023,PRESIDIO COMMUNITY YMCA SAN FRANCISCOCA,6.00,Travel/ Entertainment
10/4/2023,10/4/2023,SNACK* SWEET MOMENT 8668682146 CA,11.79,Restaurants
10/4/2023,10/4/2023,TST* KAJIKEN SAN MATEO CA00115516014004555143AA,86.98,Restaurants
10/5/2023,10/5/2023,PALO ALTO TENNIS SHOP PALO ALTO CA,50.00,Merchandise
10/5/2023,10/5/2023,TARGET 00011221091 SAN MATEO CA,99.67,Supermarkets
10/7/2023,10/7/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDLK42GYA0,9.99,Merchandise
10/7/2023,10/7/2023,NIJIYA MARKET #62 SAN FRANCISCOCA,5.18,Supermarkets
10/7/2023,10/7/2023,SAN JOSE CONVENTION CE SAN JOSE CA,13.80,Restaurants
10/7/2023,10/7/2023,WALGREENS #893 SAN FRANCISCOCA,27.13,Merchandise
10/8/2023,10/8/2023,APPLE STORE #R029 BURLINGAME CAR029110720901,29.00,Merchandise
10/8/2023,10/8/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDLS4TG6A0,76.31,Merchandise
10/8/2023,10/8/2023,BY ME BOBA TEA 3127305592 IL,8.86,Restaurants
10/8/2023,10/8/2023,"GITHUB, INC. 8774484820 CA",100.00,Services
10/8/2023,10/8/2023,SQ *SHAKE SHACK SAN MATEO CA0001152921513279898541,19.81,Restaurants
10/8/2023,10/8/2023,STORE*SABY THAI RESTAU 6506819470 CA,54.52,Restaurants
10/8/2023,10/8/2023,"STUBHUB, INC. 866-788-2482 CAAPPLE PAY ENDING IN 1455",136.57,Travel/ Entertainment
10/9/2023,10/9/2023,SP^AFF* SLINGERBAG 8554233729 CA,164.43,Merchandise
10/9/2023,10/9/2023,SQ *IRVING SUBS - 12TH SAN FRANCISCOCA0001152921513282869411,18.74,Restaurants
10/9/2023,10/9/2023,TM *TICKETMASTER 865-512-6326 CAWDC/28-23809,79.20,Travel/ Entertainment
10/10/2023,10/10/2023,EB BLACK TECH GATHERI 801-413-7200 CAAPPLE PAY ENDING IN 1455,30.00,Services
10/10/2023,10/10/2023,TARGET 00011221091 SAN MATEO CA,54.22,Supermarkets
10/11/2023,10/11/2023,DROPDECK 7372426703 MD,19.00,Merchandise
10/12/2023,10/12/2023,SAFEWAY #1547 BURLINGAME CA,69.51,Supermarkets
10/12/2023,10/12/2023,SQ *SHAKE SHACK PALO ALTO CA0001152921513292191314,23.76,Restaurants
10/12/2023,10/12/2023,TCKTWEB*REGALSQUALORYU 800-965-4827 CA92971449JNLDW2U6,27.75,Travel/ Entertainment
10/14/2023,10/14/2023,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.83,Merchandise
10/15/2023,10/15/2023,CKE*MILLBRAE KEBABS 675 MILLBRAE CA,30.06,Restaurants
10/15/2023,10/15/2023,UBER* TRIP 8665761039 CA,15.93,Travel/ Entertainment
10/15/2023,10/15/2023,WALGREENS #0625 MILLBRAE CA,6.02,Merchandise
10/15/2023,10/15/2023,WALGREENS #0625 MILLBRAE CA,52.49,Merchandise
10/16/2023,10/16/2023,AMAZON.COM*TP51X89N0 AMZN.COM/BILLWA1KYXBYKZM6K,22.08,Merchandise
10/16/2023,10/16/2023,EDINBURGH CASTLE SAN FRANCISCOCA,62.00,Restaurants
10/16/2023,10/16/2023,FASTRAK CSC 415-486-8655 CA,25.00,Travel/ Entertainment
10/16/2023,10/16/2023,SEE TICKETS *NIA ARCHIVE 323-908-0607 CASEE TICKETS *NIA ARCHIVE,39.62,Travel/ Entertainment
10/16/2023,10/16/2023,SQ *GREAT AMERICAN MUS SAN FRANCISCOCA0001152921513308822302,10.86,Travel/ Entertainment
10/16/2023,10/16/2023,UBER TRIP 866-576-1039 CA,14.97,Travel/ Entertainment
10/17/2023,10/17/2023,TST* ICICLES - SAN MAT SAN MATEO CA00095112014216852516AA,12.95,Restaurants
10/18/2023,10/18/2023,INTERNET PAYMENT - THANK YOU,-1582.98,Payments and Credits
10/18/2023,10/18/2023,UNITED AIRLINES 18004214655 TX,49.99,Travel/ Entertainment
10/19/2023,10/19/2023,MCDONALDS 1386 SAN MATEO CA,8.53,Restaurants
10/20/2023,10/20/2023,BASKETBALL MONSTER 262-684-9090 WI,59.95,Merchandise
10/20/2023,10/20/2023,CARBON HEALTH 4152002133 CA,0.60,Medical Services
10/20/2023,10/20/2023,CENTURY THEATRES 485 REDWOOD CITY CA0485009ED4B7,12.55,Travel/ Entertainment
10/20/2023,10/20/2023,CVS/PHARMACY #09811 BURLINGAME CA,52.99,Merchandise
10/21/2023,10/21/2023,ATI10113-01120970 310-627-2866 CAAPPLE PAY ENDING IN 1455,5.00,Travel/ Entertainment
10/21/2023,10/21/2023,TM *YOUNG THE GIANT 800-653-8000 CAWDC/44-32173,361.80,Travel/ Entertainment
10/23/2023,10/23/2023,DEAN'S PRODUCE. MILLBRAE CA,25.67,Supermarkets
10/23/2023,10/23/2023,SP^AFF* SLINGERBAG 8554233729 CA,164.44,Merchandise
10/23/2023,10/23/2023,SQ *BAGEL STREET CAFE MILLBRAE CA0001152921513332613682,5.95,Merchandise
10/23/2023,10/23/2023,SQ *BAGEL STREET CAFE MILLBRAE CA0001152921513332617171,15.09,Merchandise
10/23/2023,10/23/2023,WALGREENS #0625 MILLBRAE CA,10.00,Merchandise
10/25/2023,10/25/2023,CAFFE CENTRAL BURLINGAME CA,27.07,Restaurants
10/26/2023,10/26/2023,TACO BELL 730746 650-403-0395 CAAPPLE PAY ENDING IN 1455,10.40,Restaurants
10/27/2023,10/27/2023,SQ *CAFE ENCORE COFFEE SAN FRANCISCOCA0001152921513343945683,13.04,Restaurants
10/27/2023,10/27/2023,ZOOM.US 888-799-9666 8887999666 CA,15.99,Services
10/28/2023,10/28/2023,PRESTIGE PARK LLC SAN FRANCISCOCA,18.00,Services
10/29/2023,10/29/2023,LAZ PARKING 680399-WC SAN FRANCISCOCA,6.00,Services
10/29/2023,10/29/2023,SQ *AMORINO SAN FRANCI SAN FRANCISCOCA0001152921513354151401,14.30,Restaurants
10/30/2023,10/30/2023,AMZN MKTP US*O619E3LH3 AMZN.COM/BILLWA6K0ETQ6A8O8,6.58,Merchandise
10/30/2023,10/30/2023,AMZN MKTP US*QH7CE6D93 AMZN.COM/BILLWA793OBTA3B2X,44.91,Merchandise
10/31/2023,10/31/2023,AMAZON.COM*OL8O80KS3 AMZN.COM/BILLWAJR2XBXK4IDL,22.08,Merchandise
10/31/2023,10/31/2023,TRADER JOE S #067 SAN MATEO CA,22.44,Supermarkets
11/1/2023,11/1/2023,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455,15.89,Merchandise
11/1/2023,11/1/2023,CHATGPT SUBSCRIPTION 4158799686 CA,20.00,Merchandise
11/1/2023,11/1/2023,POPEYES 10707 415-309-7816 CAAPPLE PAY ENDING IN 1455,18.55,Restaurants
11/1/2023,11/1/2023,POPEYES 10707 REDWOOD CITY CA,1.97,Restaurants
11/1/2023,11/1/2023,UNITED AIRLINES 18004214655 TX,134.31,Travel/ Entertainment
11/1/2023,11/3/2023,PLANNED PARENTHOOD ACTIO NEW YORK NY,5.00,Services
11/1/2023,11/3/2023,SPOTIFY P26E3F1FB8 8777781161 NY,5.99,Merchandise
11/2/2023,11/2/2023,INTERNET PAYMENT - THANK YOU,-1065.50,Payments and Credits
11/2/2023,11/2/2023,ONEPASS 877-515-9364 MN208138,125.10,Services
11/2/2023,11/2/2023,ONEPASS 877-515-9364 MN207237,139.00,Services
11/2/2023,11/3/2023,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10.00,Merchandise
11/2/2023,11/3/2023,TACO BELL 730746 650-403-0395 CAAPPLE PAY ENDING IN 1455,15.45,Restaurants
11/2/2023,11/3/2023,TARGET 00011221091 SAN MATEO CA,52.13,Supermarkets
11/2/2023,11/3/2023,VAN NESS MARKET SAN FRANCISCOCA,6.80,Supermarkets
11/2/2023,11/3/2023,VAN NESS MARKET SAN FRANCISCOCA,6.93,Supermarkets
11/3/2023,11/3/2023,AUTOMATIC STATEMENT CREDIT,-36.65,Awards and Rebate Credits
11/3/2023,11/3/2023,MCDONALD'S F3942 BALTIMORE MD,17.51,Restaurants
11/3/2023,11/3/2023,MW TUX #3561 GLEN BURNIE MD,37.09,Merchandise
11/3/2023,11/3/2023,TST* KABOD COFFEE - B1 DENVER CO00143219014476140933AA,22.09,Supermarkets
11/3/2023,11/3/2023,UBER TRIP 866-576-1039 CA,23.97,Travel/ Entertainment
11/3/2023,11/3/2023,UNITED AIRLINES 18004214655 TXAPPLE PAY ENDING IN 1455,35.00,Travel/ Entertainment
11/4/2023,11/4/2023,"DUET, INC. 5407368490 FL",84.00,Merchandise
11/5/2023,11/5/2023,BRYANSTATIONHIGHSCHOOL 2062850906 KYAPPLE PAY ENDING IN 1455,182.00,Services
11/6/2023,11/6/2023,ALL STAR PLUMBING LLC 410-841-9214 MD,850.00,Services
11/7/2023,11/7/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDNSF7BJA0,9.99,Merchandise
11/8/2023,11/8/2023,TST* OPEN CITY - DC WASHINGTON DC00020378014561529354AA,39.83,Restaurants
11/8/2023,11/8/2023,WL *SQUARE ENIX 310-846-0345 CAWL *SQUARE ENIX,77.94,Travel/ Entertainment
11/9/2023,11/9/2023,CHICK-FIL-A #02222 4102882211 MDAPPLE PAY ENDING IN 1455,29.20,Restaurants
11/9/2023,11/9/2023,TARGET 00019703091 MIDDLE RIVER MD,166.71,Supermarkets
11/10/2023,11/10/2023,DIAMOND CITGO PIKESVILLE MDL13612066,25.27,Gasoline
11/10/2023,11/10/2023,TARGET 00015412091 PIKESVILLE MD,84.76,Supermarkets
11/11/2023,11/11/2023,INTERNET PAYMENT - THANK YOU,-2089.04,Payments and Credits
11/11/2023,11/11/2023,SUBWAY 27648 BALTIMORE MD,45.09,Restaurants
11/11/2023,11/11/2023,TYPESET 7372426703 MD,19.00,Merchandise
11/11/2023,12/11/2023,TYPESET 7372426703 MDREVERSAL OF TEMPORARY CREDIT,19.00,Merchandise
11/12/2023,11/12/2023,UBER TRIP 866-576-1039 CA,43.91,Travel/ Entertainment
11/12/2023,11/12/2023,UBER TRIP 866-576-1039 CA,58.97,Travel/ Entertainment
11/13/2023,11/11/2023,TYPESET 7372426703 MDTEMPORARY CREDIT PENDING INVESTIGATION,-19.00,Payments and Credits
11/13/2023,11/13/2023,CYBERGRANTS* DONATION 6072291295 MA,60.00,Services
11/14/2023,11/14/2023,AMAZON.COM*H086P18C3 AMZN.COM/BILLWA5RGYENM691O,22.08,Merchandise
11/14/2023,11/14/2023,AMAZON.COM*P14C508S3 AMZN.COM/BILLWA35DY90A7H7E,16.50,Merchandise
11/14/2023,11/14/2023,CARBON HEALTH 4152002133 CA,22.96,Medical Services
11/14/2023,11/14/2023,CARBON HEALTH 4152002133 CA,24.06,Medical Services
11/14/2023,11/14/2023,DD *STOREPIZZABOLIS 6506819470 CA,35.48,Restaurants
11/14/2023,11/14/2023,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.83,Merchandise
11/15/2023,11/15/2023,GROUPGREETING 4155626079 CA,26.99,Merchandise
11/15/2023,11/15/2023,LA FITNESS PRY HAL-RTE 1 NOTTINGHAM MD,269.00,Travel/ Entertainment
11/16/2023,11/16/2023,CCBILL.COM 888-5969279 AZ,14.87,Merchandise
11/16/2023,11/17/2023,AMAZON.COM AMZN.COM/BILLWA6KJ5ABXOFWE,-22.08,Payments and Credits
11/17/2023,11/17/2023,TARGET 00011429091 TOWSON MD,123.45,Supermarkets
11/17/2023,11/17/2023,WEIS MARKETS 206 NOTTINGHAM MD,69.38,Supermarkets
11/18/2023,11/18/2023,DICKS SPORTING GOODS OSAGEBEACH TN,169.59,Merchandise
11/18/2023,11/18/2023,FH* KRAKEN KOURTS SKA 8333880106 CO,124.80,Travel/ Entertainment
11/18/2023,11/18/2023,SHELL RECHARGE 855-900-7584 CA,10.00,Automotive
11/18/2023,11/18/2023,WALMART STORE 02799 CLINTON MD,97.67,Merchandise
11/19/2023,11/19/2023,AMZN MKTP US*TR31A3YC3 AMZN.COM/BILLWA2CYI6TQ9ZV5,21.34,Merchandise
11/19/2023,11/19/2023,CHARLEYS PHILLY STEAKS 5 SILVER SPRINGMD,14.60,Restaurants
11/19/2023,11/19/2023,CVS/PHARMACY #02005 DISTRICT HEIGMD,5.65,Merchandise
11/19/2023,11/19/2023,CVS/PHARMACY #02005 DISTRICT HEIGMD,9.85,Merchandise
11/19/2023,11/19/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/19/2023,11/19/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/19/2023,11/19/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/19/2023,11/19/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/19/2023,11/19/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/19/2023,11/19/2023,FH* KRAKEN KOURTS SKA 8333880106 CO,15.90,Travel/ Entertainment
11/19/2023,11/19/2023,FH* KRAKEN KOURTS SKA 8333880106 CO,79.50,Travel/ Entertainment
11/19/2023,11/19/2023,PREMIUM PARKING 8442362011 LA,6.00,Services
11/19/2023,11/19/2023,PREMIUM PARKING 8442362011 LA,6.00,Services
11/19/2023,11/19/2023,TACO BELL 739964 203-305-4323 MDAPPLE PAY ENDING IN 1455,25.62,Restaurants
11/19/2023,11/19/2023,TST* KRAKEN KOURTS WASHINGTON DC00114791014745783811AA,10.60,Restaurants
11/19/2023,11/19/2023,TST* KRAKEN KOURTS WASHINGTON DC00114791014746150922AA,47.70,Restaurants
11/19/2023,11/19/2023,TST* KRAKEN KOURTS WASHINGTON DC00114791014745601083AA,49.56,Restaurants
11/20/2023,11/20/2023,MCDONALDS 28182 BALTIMORE MD,10.16,Restaurants
11/21/2023,11/21/2023,BLINK CHARGING CO 888-998-2546 FLBLINK CHARGING CO,0.01,Automotive
11/21/2023,11/21/2023,BLINK CHARGING CO 888-998-2546 FLBLINK CHARGING CO,3.93,Automotive
11/22/2023,11/22/2023,CCBILL.COM 888-5969279 AZ,7.43,Merchandise
11/22/2023,11/22/2023,E-TEA 49 SW 2026608399 DC,16.07,Restaurants
11/22/2023,11/22/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/22/2023,11/22/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/22/2023,11/22/2023,MCDONALDS 12225 NOTTINGHAM MD,10.05,Restaurants
11/24/2023,11/24/2023,0795 HOLIDAY PHOTO BETHESDA MD,47.69,Services
11/24/2023,11/24/2023,AMC 0368 WHEATON MALL WHEATON MD,35.36,Travel/ Entertainment
11/24/2023,11/24/2023,AMC 0368 WHEATON MALL WHEATON MD,42.37,Travel/ Entertainment
11/24/2023,11/24/2023,DUNKIN #330619 Q35 SILVER SPRINGMD,8.34,Restaurants
11/24/2023,11/24/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/24/2023,11/24/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/24/2023,11/24/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/24/2023,11/24/2023,MINISO DEPOT MONTGOMERY BETHESDA MD,26.49,Merchandise
11/24/2023,11/24/2023,PY *KUNG FU TEA BETHESDA BETHESDA MD,17.07,Restaurants
11/24/2023,11/24/2023,RUBY THAI KITCHEN MONTGO BETHESDA MD,27.05,Restaurants
11/24/2023,11/24/2023,SQ *OLNEY THEATRE CENT OLNEY MD0002305843018860064998,8.00,Travel/ Entertainment
11/24/2023,11/24/2023,TARGET 00019703091 MIDDLE RIVER MD,121.34,Supermarkets
11/24/2023,11/24/2023,UNIQLO USA LLC UNIQLO N BETHESDA MD,31.69,Merchandise
11/25/2023,11/25/2023,CSP* AUTOBAHN - DULLES STERLING VA,35.55,Merchandise
11/25/2023,11/25/2023,CSP* AUTOBAHN CC - DUL 571-353-1220 VA,178.80,Travel/ Entertainment
11/25/2023,11/25/2023,CSP*CONVENIENCE FEE 877-751-3200 CA,14.24,Services
11/25/2023,11/25/2023,EVGO SERVICES LOS ANGELES CA,24.48,Automotive
11/25/2023,11/25/2023,POMODORO PASTA PIZZA AND STERLING VA,37.01,Restaurants
11/25/2023,11/25/2023,WALGREENS #19650 ARLINGTON VA,44.24,Merchandise
11/26/2023,11/26/2023,CHARLEYS PHILLY STEAKS 0 4104975469 MD,30.16,Restaurants
11/26/2023,11/26/2023,MICRO CENTER-TOWSON EAST BALTIMORE MD,232.11,Merchandise
11/27/2023,11/27/2023,AMAZON.COM*QJ4XY7Z63 AMZN.COM/BILLWA34DK8ND627F,22.08,Merchandise
11/27/2023,11/27/2023,AMZN MKTP US*JA1MY9YF3 AMZN.COM/BILLWA7AQVTXO0PIB,31.37,Merchandise
11/27/2023,11/27/2023,ZOOM.US 888-799-9666 8887999666 CA,15.99,Services
11/28/2023,11/28/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDS2T7X0A0,15.89,Merchandise
11/28/2023,11/28/2023,INTERNET PAYMENT - THANK YOU,-1000.00,Payments and Credits
11/28/2023,11/28/2023,MCDONALDS 20966 PARKVILLE MD,9.94,Restaurants
11/29/2023,11/29/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/29/2023,11/29/2023,ELECTRIFY AMERICA 8336322778 VA,10.00,Automotive
11/29/2023,11/29/2023,WALMART STORE 03489 BALTIMORE MD,51.99,Merchandise
11/30/2023,11/30/2023,EVGO SERVICES LOS ANGELES CA,17.25,Automotive
11/30/2023,12/3/2023,ARLINGTON DRAFTHOUSE ARLINGTON VA,112.95,Restaurants
12/1/2023,12/1/2023,INTERNET PAYMENT - THANK YOU,-2012.00,Payments and Credits
12/1/2023,12/3/2023,CHATGPT SUBSCRIPTION 4158799686 CA,20.00,Merchandise
12/1/2023,12/3/2023,PLANNED PARENTHOOD ACTIO NEW YORK NY,5.00,Services
12/1/2023,12/3/2023,SPOTIFY P279F05226 8777781161 NY,5.99,Merchandise
12/1/2023,12/3/2023,SQ *DONKEYS & SCOOTERS WASHINGTON DC0002305843018899495122,42.00,Travel/ Entertainment
12/1/2023,12/3/2023,THE ANTHEM WASHINGTON DC00193P,18.80,Travel/ Entertainment
12/1/2023,12/3/2023,THE ANTHEM WASHINGTON DC00168P,53.45,Travel/ Entertainment
12/2/2023,12/3/2023,AMC 2817 WHITE MARSH 1 BALTIMORE MDAPPLE PAY ENDING IN 1455,7.94,Travel/ Entertainment
12/2/2023,12/3/2023,AMC 2817 WHITE MARSH 1 BALTIMORE MDAPPLE PAY ENDING IN 1455,10.91,Travel/ Entertainment
12/2/2023,12/3/2023,ATI3808-210212823 310-627-2866 CAAPPLE PAY ENDING IN 1455,27.94,Travel/ Entertainment
12/2/2023,12/3/2023,BOB & EDITHS DINER ARLINGTON VA,40.43,Restaurants
12/2/2023,12/3/2023,CCBILL.COM 888-5969279 AZ,5.30,Merchandise
