Trans. Date,Post Date,Description,Amount,Category
08/01/2023,08/01/2023,"SPOTIFY P24B9D83D8 8777781161 NY",4.99,"Merchandise"
08/01/2023,08/03/2023,"NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT",10.59,"Merchandise"
08/01/2023,08/03/2023,"PLANNED PARENTHOOD ACTIO NEW YORK NY",5.00,"Services"
08/02/2023,08/02/2023,"ONEPASS 877-515-9364 MN147627",125.10,"Services"
08/02/2023,08/02/2023,"ONEPASS 877-515-9364 MN146573",139.00,"Services"
08/02/2023,08/03/2023,"KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT",10.00,"Merchandise"
08/03/2023,08/03/2023,"AUTOMATIC STATEMENT CREDIT",-24.69,"Awards and Rebate Credits"
08/03/2023,08/03/2023,"CCBILL.COM 888-5969279 AZ",7.43,"Merchandise"
08/03/2023,08/03/2023,"EB GOLDEN HOUR NIGHT 801-413-7200 CAAPPLE PAY ENDING IN 1455",18.73,"Services"
08/05/2023,08/05/2023,"COURSRA3WTI8LK0RLU4UF 650-963-9884 CA",49.00,"Education"
08/05/2023,08/05/2023,"PUBLIC WORKS SAN FRANCISCOCA",19.36,"Restaurants"
08/05/2023,08/05/2023,"PUBLIC WORKS SAN FRANCISCOCA",39.12,"Restaurants"
08/06/2023,08/06/2023,"SAFEWAY #1547 BURLINGAME CA",36.72,"Supermarkets"
08/06/2023,08/06/2023,"SQ *A.D.P DEPALMA FARM SAN FRANCISCOCA0001152921513049170106",2.50,"Supermarkets"
08/06/2023,08/06/2023,"SQ *ADORABLE BAKERY LL SAN FRANCISCOCA0001152921513049179594",27.19,"Merchandise"
08/06/2023,08/06/2023,"SQ *THAO FAMILY FARM SAN FRANCISCOCA0001152921513049149557",4.00,"Merchandise"
08/07/2023,08/07/2023,"AMAZON.COM*TA8MI0G90 AMZN.COM/BILLWA4267TUMJLTQ",22.08,"Merchandise"
08/07/2023,08/07/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDGB1MG0A0",9.99,"Merchandise"
08/07/2023,08/07/2023,"WALGREENS #0625 MILLBRAE CA",16.12,"Merchandise"
08/08/2023,08/08/2023,"APPY PIE 7039964429 VA",48.00,"Merchandise"
08/08/2023,08/08/2023,"CCBILL.COM 888-5969279 AZ",10.62,"Merchandise"
08/08/2023,08/08/2023,"INTERNET PAYMENT - THANK YOU",-1027.93,"Payments and Credits"
08/09/2023,08/09/2023,"FIVE GUYS CA 1370 QSR BURLINGAME CA",15.17,"Restaurants"
08/09/2023,08/09/2023,"SAFEWAY #1547 BURLINGAME CA",25.49,"Supermarkets"
08/10/2023,08/10/2023,"DIRTY HABIT HOTEL ZELOS SAN FRANCISCOCA",82.55,"Restaurants"
08/10/2023,08/10/2023,"SHELL57444215701 SAN MATEO CA",28.32,"Gasoline"
08/10/2023,08/10/2023,"SQ *PAW PATCH PASTRIES DALY CITY CA0002305843018176564959",48.34,"Merchandise"
08/11/2023,08/11/2023,"CASCAL RESTAURANT MOUNTAIN VIEWCA",35.79,"Restaurants"
08/11/2023,08/11/2023,"DROPDECK 7372426703 MD",19.00,"Merchandise"
08/11/2023,08/11/2023,"SQ *CAFE SIETE BURLINGAME CA0001152921513063763890",34.53,"Restaurants"
08/11/2023,08/11/2023,"UBER* TRIP 8665761039 CA",10.95,"Travel/ Entertainment"
08/12/2023,08/12/2023,"UBER TRIP 866-576-1039 CA",10.99,"Travel/ Entertainment"
08/12/2023,08/12/2023,"UBER* TRIP 8665761039 CA",9.93,"Travel/ Entertainment"
08/13/2023,08/13/2023,"AMZN MKTP US*TO2DO8TK0 AMZN.COM/BILLWA2K73N62JRGD",20.60,"Merchandise"
08/13/2023,08/13/2023,"AMZN MKTP US*TO48J1AB0 AMZN.COM/BILLWA6KIHKD2ZOEB",76.64,"Merchandise"
08/13/2023,08/13/2023,"OUTSIDELAND MERCH 6502396947 VA",41.82,"Merchandise"
08/13/2023,08/13/2023,"TST* B STAR SAN FRANCISCOCA00003059013180319112AA",50.31,"Restaurants"
08/13/2023,08/13/2023,"UBER TRIP 866-576-1039 CA",21.91,"Travel/ Entertainment"
08/13/2023,08/13/2023,"UBER TRIP 866-576-1039 CA",28.97,"Travel/ Entertainment"
08/14/2023,08/14/2023,"AMZN MKTP US*TO0RK9P20 AMZN.COM/BILLWA5LKW8W7QYXO",12.49,"Merchandise"
08/14/2023,08/14/2023,"UBER TRIP 866-576-1039 CA",22.95,"Travel/ Entertainment"
08/14/2023,08/14/2023,"UBER TRIP 866-576-1039 CA",90.34,"Travel/ Entertainment"
08/15/2023,08/15/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDGN21ZJA0",16.95,"Merchandise"
08/15/2023,08/15/2023,"AT THE SHOP SAN MATEO CA",2019.80,"Gasoline"
08/15/2023,08/15/2023,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",90.83,"Merchandise"
08/16/2023,08/16/2023,"PAYPAL *CRUNCHYROLL 402-935-7733 CA",7.99,"Services"
08/16/2023,08/16/2023,"UBER TRIP 866-576-1039 CA",10.99,"Travel/ Entertainment"
08/17/2023,08/17/2023,"SAFEWAY #1547 BURLINGAME CA",22.07,"Supermarkets"
08/18/2023,08/18/2023,"CCBILL.COM 888-5969279 AZ",9.56,"Merchandise"
08/21/2023,08/21/2023,"A ONE GAS SAN LORENZO CA",51.98,"Gasoline"
08/21/2023,08/21/2023,"AMAZON.COM*TQ2JM1XX0 AMZN.COM/BILLWA3RN7P73TZQF",22.08,"Merchandise"
08/21/2023,08/21/2023,"CENTRAL COMPUTERS OF S SANTA CLARA CA02156R",122.70,"Merchandise"
08/21/2023,08/21/2023,"STEAM PURCHASE 425-952-2985 WA",59.99,"Travel/ Entertainment"
08/21/2023,08/21/2023,"WALMART STORE 05434 SAN LEANDRO CA",26.56,"Merchandise"
08/22/2023,08/22/2023,"SPROUTS FARMERS MARSSS DALY CITY CA",77.10,"Supermarkets"
08/24/2023,08/24/2023,"INTERNET PAYMENT - THANK YOU",-2000.00,"Payments and Credits"
08/24/2023,08/24/2023,"SQ *THE GREEK THEATER SAN FRANCISCOCA0001152921513116617060",49.61,"Restaurants"
08/29/2023,08/29/2023,"BEST BUY 00001404295 SAN CARLOS CA",2.34,"Merchandise"
08/29/2023,08/29/2023,"BEST BUY 00001404295 SAN CARLOS CA",185.92,"Merchandise"
08/29/2023,08/29/2023,"CENTRAL COMPUTERS OF S SANTA CLARA CA02925R",39.37,"Merchandise"
08/29/2023,08/29/2023,"CENTRAL COMPUTERS OF S SANTA CLARA CA02937R",63.26,"Merchandise"
08/29/2023,08/29/2023,"PANDA EXPRESS #907 P 800-877-8988 CA",10.85,"Restaurants"
08/29/2023,08/29/2023,"SAFEWAY #2878 MILLBRAE CA",72.88,"Supermarkets"
08/29/2023,08/29/2023,"TARGET 00011221091 SAN MATEO CA",50.26,"Supermarkets"
08/29/2023,08/29/2023,"WALGREENS #0625 MILLBRAE CA",34.98,"Merchandise"
09/01/2023,09/03/2023,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
09/01/2023,09/03/2023,"NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT",10.59,"Merchandise"
09/01/2023,09/03/2023,"PLANNED PARENTHOOD ACTIO NEW YORK NY",5.00,"Services"
09/01/2023,09/03/2023,"SPOTIFY P257B01D39 8777781161 NY",5.99,"Merchandise"
09/02/2023,09/03/2023,"KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT",10.00,"Merchandise"
09/02/2023,09/03/2023,"ONEPASS 877-515-9364 MN166398",125.10,"Services"
09/02/2023,09/03/2023,"ONEPASS 877-515-9364 MN165439",139.00,"Services"
09/03/2023,09/03/2023,"MOLLIE STONES #6 BURLINGAME CA",31.81,"Supermarkets"
09/04/2023,09/04/2023,"AUTOMATIC STATEMENT CREDIT",-51.34,"Awards and Rebate Credits"
09/05/2023,09/05/2023,"AMAZON.COM*TL9IJ5292 AMZN.COM/BILLWA2UJIAHNSZ70",22.08,"Merchandise"
09/05/2023,09/05/2023,"INTERNET PAYMENT - THANK YOU",-2133.04,"Payments and Credits"
09/06/2023,09/06/2023,"JERSEY MIKES ONLINE ORDE 732-223-4044 NJAPPLE PAY ENDING IN 1455",10.95,"Restaurants"
09/06/2023,09/06/2023,"MUIR SPACE 4288 MILL VALLEY CA",69.00,"Services"
09/07/2023,09/07/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDJFY29ZA0",9.99,"Merchandise"
09/07/2023,09/07/2023,"CAFFE STELLATO BURLINGAME CA",34.41,"Restaurants"
09/08/2023,09/08/2023,"PALO ALTO TENNIS SHOP PALO ALTO CA",163.91,"Merchandise"
09/08/2023,09/08/2023,"SAN MATEO PARKS AND RECR 650-522-7408 CA",185.00,"Government Services"
09/08/2023,09/08/2023,"SAN MATEO SERVICE FEE 650-522-7408 CA",6.01,"Government Services"
09/08/2023,09/08/2023,"TMOBILE*POSTPAID PDA 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT",111.63,"Merchandise"
09/09/2023,09/09/2023,"CCBILL.COM 888-5969279 AZ",7.43,"Merchandise"
09/09/2023,09/09/2023,"RAIN TREE CAFE. SAN FRANCISCOCA",86.09,"Restaurants"
09/09/2023,09/09/2023,"SP^AFF* SLINGERBAG 8554233729 CA",164.44,"Merchandise"
09/10/2023,09/10/2023,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDJT7BH5A0",16.95,"Merchandise"
09/10/2023,09/10/2023,"CLAIRE'S #6827 SAN MATEO CA",62.45,"Merchandise"
09/11/2023,09/11/2023,"DROPDECK 7372426703 MD",19.00,"Merchandise"
09/11/2023,09/11/2023,"FASTRAK CSC 415-486-8655 CA",25.00,"Travel/ Entertainment"
09/11/2023,09/11/2023,"TACO BELL 730746 650-403-0395 CAAPPLE PAY ENDING IN 1455",15.22,"Restaurants"
09/12/2023,09/12/2023,"PANDA EXPRESS #907 P 800-877-8988 CA",10.85,"Restaurants"
09/12/2023,09/12/2023,"TENNIS WAREHOUSE 8008836647 CA",25.00,"Merchandise"
09/14/2023,09/14/2023,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",90.83,"Merchandise"
09/15/2023,09/15/2023,"PAYPAL *CRUNCHYROLL 402-935-7733 CA",7.99,"Services"
09/16/2023,09/16/2023,"SQ *MELLOW COFFEE SAN FRANCISCOCA0001152921513197525747",5.97,"Merchandise"
09/16/2023,09/16/2023,"SQ *ROSE GOLD'S TATTOO SAN FRANCISCOCA0001152921513197662543",18.99,"Merchandise"
09/16/2023,09/16/2023,"TST* SANDYS SAN FRANCISCOCA00104288013715099959AA",20.40,"Restaurants"
09/17/2023,09/17/2023,"SQ *CAFE SIETE BURLINGAME CA0001152921513201455985",7.00,"Restaurants"
09/17/2023,09/17/2023,"TST* URBAN KITCHEN BURLINGAME CA00113802013738256804AA",30.51,"Restaurants"
09/18/2023,09/18/2023,"AMAZON.COM*TX8CC92K2 AMZN.COM/BILLWA12X9MM88BMR",22.08,"Merchandise"
09/19/2023,09/19/2023,"AARTI PETROLEUM REDWOOD CITY CA",29.02,"Gasoline"
09/20/2023,09/20/2023,"INTERNET PAYMENT - THANK YOU",-1280.99,"Payments and Credits"
09/21/2023,09/21/2023,"TCKTWEB*BENNYSINGSDANA 800-965-4827 CA93192760IM97FQUQ",32.42,"Travel/ Entertainment"
09/22/2023,09/20/2023,"REPRESENTED INTERNET PAYMENT - THANK YOU",-1280.99,"Payments and Credits"
09/22/2023,09/20/2023,"RETURNED INTERNET PMT",1280.99,"Payments and Credits"
