Trans. Date,Post Date,Description,Amount,Category,Year
9/23/2022,9/23/2022,MCDONALDS F380 BELMONT CA,13.6,Restaurants,2022
9/23/2022,9/23/2022,U-HAUL MOVING & STORAGE 800-789-3638 CA,84.26,Travel/ Entertainment,2022
9/24/2022,9/24/2022,SQ *PORTOLA FESTIVAL FRANKLIN TN0001152921511949836939,36.5,Travel/ Entertainment,2022
9/24/2022,9/24/2022,TARGET 00032649091 SAN FRANCISCOCA,67.33,Merchandise,2022
9/25/2022,9/25/2022,MED*BHSM REHABILITATIO 800-721-8202 PA89631057,85.76,Medical Services,2022
9/25/2022,9/25/2022,PORTOLA FESTIVAL 6502396947 CA,43.72,Merchandise,2022
9/25/2022,9/25/2022,SQ *ARIZMENDI BAKERY C SAN FRANCISCOCA0001152921511953014417,13.75,Restaurants,2022
9/26/2022,9/26/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMWBQ3HD78A0,3.17,Merchandise,2022
9/26/2022,9/26/2022,TARGET 00011221091 SAN MATEO CAAPPLE PAY ENDING IN 4775,5.91,Supermarkets,2022
9/26/2022,9/26/2022,TARGET 00011221091 SAN MATEO CA,80.3,Supermarkets,2022
9/27/2022,9/27/2022,IMPARK00270051A SAN FRANCISCOCA02732R,8,Services,2022
9/27/2022,9/27/2022,INTERNET PAYMENT - THANK YOU,-815.85,Payments and Credits,2022
9/30/2022,9/30/2022,SQ *CHERIMOYA BURLINGAME CA0002305843016376183244,23.94,Restaurants,2022
10/1/2022,10/1/2022,OBSIDIAN.MD 2262203323 CAN,10,Merchandise,2022
10/1/2022,10/1/2022,SQ *FIERO CAFFE SAN MATEO CA0001152921511977165897,39.74,Restaurants,2022
10/1/2022,10/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise,2022
10/1/2022,10/3/2022,PLANNED PARENTHOOD ACTIO NEW YORK NY,25,Services,2022
10/1/2022,10/3/2022,SPOTIFY P1E188D261 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
10/2/2022,10/3/2022,ALASKA AIRLINES 2064333200 WA,133.2,Travel/ Entertainment,2022
10/2/2022,10/3/2022,ALLIANZ TRAVEL INS 800-496-6593 VA,21.88,Services,2022
10/2/2022,10/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
10/3/2022,10/3/2022,GOOGLE *YOUTUBE G.CO/HELPPAY#CAP0MNZN4J,15.89,Services,2022
10/4/2022,10/4/2022,EXTRA SPACE 1461 BURLINGAME CA,161.6,Services,2022
10/4/2022,10/4/2022,HONG KONG BANJUM PAIK'S SANTA CLARA CA,22.19,Restaurants,2022
10/4/2022,10/4/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,80.08,Merchandise,2022
10/5/2022,10/5/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMWBSMLKDVA0,76.31,Merchandise,2022
10/5/2022,10/5/2022,BRUNDAVAN INDIAN CUISINE SANTA CLARA CA,41.86,Restaurants,2022
10/6/2022,10/6/2022,APPLE.COM/BILL 866-712-7753 CAMMWBSNX4S3A0,9.99,Merchandise,2022
10/7/2022,10/7/2022,APPLE.COM/US 800-676-2775 CAW1217133334A285573915,553.89,Merchandise,2022
10/7/2022,10/7/2022,CCBILL.COM 888-5969279 AZ,6.37,Merchandise,2022
10/8/2022,10/8/2022,CREPEVINE (BURLINGAME) BURLINGAME CA,12.52,Restaurants,2022
10/8/2022,10/8/2022,INTERNET PAYMENT - THANK YOU,-1340.36,Payments and Credits,2022
10/9/2022,10/9/2022,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0MWK7CI,64.99,Services,2022
10/9/2022,10/9/2022,PANDA EXPRESS #907 BURLINGAME CA,11,Restaurants,2022
10/9/2022,10/9/2022,SQ *ROYAL DONUT BURLINGAME CA0001152921512011595126,17.1,Restaurants,2022
10/10/2022,10/10/2022,BEST BUY 00001404295 SAN CARLOS CA,255.92,Merchandise,2022
10/10/2022,10/10/2022,IN N OUT BURGER 257 SAN CARLOS CA,8.64,Restaurants,2022
10/10/2022,10/10/2022,OFFICE DEPOT #558 SAN CARLOS CA,64.52,Merchandise,2022
10/11/2022,10/11/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMWBSYVSW8A0,15.89,Merchandise,2022
10/11/2022,10/11/2022,BEST BUY 00001404295 SAN CARLOS CA,114.8,Merchandise,2022
10/11/2022,10/11/2022,CVS/PHARMACY #09940 SAN MATEO CA,27.17,Merchandise,2022
10/12/2022,10/12/2022,PANDA EXPRESS #907 BURLINGAME CA,11.78,Restaurants,2022
10/14/2022,10/14/2022,NEW ERITREA RESTAURANT SAN FRANCISCOCA,55.84,Restaurants,2022
10/15/2022,10/15/2022,EXXONMOBIL SAN MATEO CA,60.05,Gasoline,2022
10/15/2022,10/15/2022,LYFT *1 RIDE 10-13 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,18.27,Merchandise,2022
10/15/2022,10/15/2022,SPOTIFY P1E5A12A82 8777781161 NY,4.99,Merchandise,2022
10/15/2022,10/15/2022,WILEY 800-434-3433 NJ,109,Merchandise,2022
10/16/2022,10/16/2022,CCBILL.COM 888-5969279 AZ,6.37,Merchandise,2022
10/16/2022,10/16/2022,ONLYFANS.COM 8886880458 FL,5.3,Merchandise,2022
10/16/2022,10/16/2022,ONLYFANS.COM 8886880458 FL,7.97,Merchandise,2022
10/16/2022,10/16/2022,ONLYFANS.COM 8886880458 FL,9.56,Merchandise,2022
10/16/2022,10/16/2022,ONLYFANS.COM 8886880458 FL,10.52,Merchandise,2022
10/16/2022,10/16/2022,TST* ICICLES - MOUNTAIN MOUNTAIN VIEWCA,15,Restaurants,2022
10/17/2022,10/17/2022,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 4775,5.29,Merchandise,2022
10/17/2022,10/17/2022,SPORTSLINE 888-508-3055 CA,24.99,Merchandise,2022
10/17/2022,10/17/2022,TARGET 00011221091 SAN MATEO CA,13.36,Supermarkets,2022
10/17/2022,10/17/2022,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,70,Merchandise,2022
10/17/2022,10/17/2022,UNIQLO HILLSDALE #37 SAN MATEO CA,164.1,Merchandise,2022
10/19/2022,10/19/2022,STORE*TEA PLUS NOODLES 6506819470 CA,23.26,Restaurants,2022
10/20/2022,10/20/2022,BIG 5 SPORTING GOODS 092 SAN MATEO CA,13.13,Merchandise,2022
10/20/2022,10/20/2022,SAFEWAY #0970 SAN MATEO CA,22.58,Supermarkets,2022
10/21/2022,10/21/2022,SQ *OCEANIC FOOT SPA BURLINGAME CA0001152921512067404405,45,Services,2022
10/22/2022,10/22/2022,INTERNET PAYMENT - THANK YOU,-1227.7,Payments and Credits,2022
10/22/2022,10/22/2022,SFO THE PLANT SAN FRANCISCOCA02257R,21.09,Restaurants,2022
10/22/2022,10/22/2022,SQ *GOTHAM ENTERPRISE SAN FRANCISCOCA0001152921512069619412,9.91,Restaurants,2022
10/23/2022,10/23/2022,712 GARAGE LANES 8003425 SEATTLE WA,46.46,Travel/ Entertainment,2022
10/23/2022,10/23/2022,712 GARAGE LANES 8003425 SEATTLE WA,120.27,Travel/ Entertainment,2022
10/23/2022,10/23/2022,AMC 0880 PACIFIC PLACE SEATTLE WA,19.72,Travel/ Entertainment,2022
10/23/2022,10/23/2022,ATI5235-013224201 310-627-2866 CA,54.45,Travel/ Entertainment,2022
10/23/2022,10/23/2022,GREEN TORTOISE HOSTEL SEATTLE WA,138.53,Travel/ Entertainment,2022
10/23/2022,10/23/2022,ORCA SEATTLE WA,69,Travel/ Entertainment,2022
10/23/2022,10/23/2022,TST* FOGON COCINA MEXI SEATTLE WA00043443009062371910AA,120.11,Restaurants,2022
10/23/2022,10/23/2022,UBER TRIP 866-576-1039 CA,5,Travel/ Entertainment,2022
10/23/2022,10/23/2022,UBER TRIP 866-576-1039 CA,5,Travel/ Entertainment,2022
10/23/2022,10/23/2022,UBER TRIP 866-576-1039 CA,15.91,Travel/ Entertainment,2022
10/23/2022,10/23/2022,UBER TRIP 866-576-1039 CA,19.96,Travel/ Entertainment,2022
10/23/2022,10/23/2022,UBER TRIP 866-576-1039 CAAPPLE PAY ENDING IN 1455,23.9,Travel/ Entertainment,2022
10/24/2022,10/24/2022,AYTTHAYA THAI SEATTLE WA,55.75,Restaurants,2022
10/24/2022,10/24/2022,CHUKAR CHERRY COMPANY SEATTLE WA,13.5,Merchandise,2022
10/24/2022,10/24/2022,KJ'S BAR SEATTLE WA02402R,11.04,Restaurants,2022
10/24/2022,10/24/2022,MOD PIZZA DWNT SEATTLE SEATTLE WA02433R,32.7,Restaurants,2022
10/24/2022,10/24/2022,TARGET 00027862091 SEATTLE WA,7.93,Supermarkets,2022
10/24/2022,10/24/2022,UBER TRIP 866-576-1039 CAAPPLE PAY ENDING IN 1455,15.9,Travel/ Entertainment,2022
10/24/2022,10/24/2022,UBER TRIP 866-576-1039 CAAPPLE PAY ENDING IN 1455,21.99,Travel/ Entertainment,2022
10/24/2022,10/24/2022,WWW.WEWORK.COM 6467604450 NY,29,Services,2022
10/25/2022,10/25/2022,INMOTION-814 SEATTLE WA02508R,44.03,Merchandise,2022
10/25/2022,10/25/2022,JACK'S FISH SPOT SEATTLE WA,33.8,Restaurants,2022
10/25/2022,10/25/2022,THE NEW STAND TN SEA SEATTLE WA,10.98,Merchandise,2022
10/25/2022,10/25/2022,UBER TRIP 866-576-1039 CAAPPLE PAY ENDING IN 1455,3,Travel/ Entertainment,2022
10/25/2022,10/25/2022,UBER TRIP 866-576-1039 CAAPPLE PAY ENDING IN 1455,16.98,Travel/ Entertainment,2022
10/25/2022,10/25/2022,UBER TRIP 866-576-1039 CAAPPLE PAY ENDING IN 1455,25.11,Travel/ Entertainment,2022
10/25/2022,10/25/2022,URBAN MKT CONCOURSE D SEATTLE WA,9.44,Merchandise,2022
10/25/2022,10/25/2022,WWW.WEWORK.COM 6467604450 NY,29,Services,2022
10/25/2022,10/25/2022,WWW.WEWORK.COM 6467604450 NY,29,Services,2022
10/26/2022,10/26/2022,CCBILL.COM 888-5969279 AZ,10.62,Merchandise,2022
10/26/2022,10/26/2022,UBER TRIP 866-576-1039 CAAPPLE PAY ENDING IN 1455,58.54,Travel/ Entertainment,2022
10/27/2022,10/27/2022,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 4775,3.17,Merchandise,2022
10/27/2022,10/27/2022,PANDA EXPRESS #907 BURLINGAME CA,15.62,Restaurants,2022
10/28/2022,10/28/2022,PANDA EXPRESS #907 BURLINGAME CA,12.06,Restaurants,2022
10/28/2022,10/28/2022,SAFEWAY #1547 BURLINGAME CA,18.23,Supermarkets,2022
10/28/2022,10/28/2022,TARGET 00011221091 SAN MATEO CA,83.77,Supermarkets,2022
10/30/2022,10/30/2022,AMZN MKTP US*H87H10YV2 AMZN.COM/BILLWA43PGLVJVN15,25.04,Merchandise,2022
10/30/2022,10/30/2022,ARCO#05369FD GAS FREMONT CA,51.94,Gasoline,2022
10/30/2022,10/30/2022,BED BATH & BEYOND #539 REDWOOD CITY CA,42.83,Merchandise,2022
10/30/2022,10/30/2022,SP DROP.COM 4153402999 CA,141.87,Merchandise,2022
10/30/2022,10/30/2022,SQ *URBAN RITUAL SAN MATEO CA0001152921512104496355,7.4,Restaurants,2022
10/31/2022,10/31/2022,BED BATH & BEYOND #315 DALY CITY CA,95.58,Merchandise,2022
10/31/2022,10/31/2022,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,14.25,Restaurants,2022
10/31/2022,10/31/2022,THE HOME DEPOT #0639 COLMA CA,7.2,Home Improvement,2022
11/1/2022,11/1/2022,OBSIDIAN.MD 2262203323 CAN,10,Merchandise,2022
11/1/2022,11/1/2022,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,12.61,Restaurants,2022
11/1/2022,11/1/2022,SQ *ROYAL DONUT BURLINGAME CA0001152921512111235259,12.84,Restaurants,2022
11/1/2022,11/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise,2022
11/1/2022,11/3/2022,PLANNED PARENTHOOD ACTIO NEW YORK NY,25,Services,2022
11/1/2022,11/3/2022,SPOTIFY P1EAE34282 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
11/2/2022,11/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
11/3/2022,11/3/2022,FEDEX 940777260572 901-4348994 TN,4.37,Services,2022
11/3/2022,11/3/2022,GOOGLE *YT PRIMETIME G.CO/HELPPAY#CAP0N4NGAC,15.89,Services,2022
11/3/2022,11/3/2022,INTERNET PAYMENT - THANK YOU,-1749.61,Payments and Credits,2022
11/3/2022,11/3/2022,LEETCODE.COM 9167018853 CA,35,Merchandise,2022
11/3/2022,11/3/2022,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,14.25,Restaurants,2022
11/3/2022,11/3/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,80.08,Merchandise,2022
11/4/2022,11/4/2022,APPLE FRITTER SAN MATEO CA,23.94,Restaurants,2022
11/4/2022,11/4/2022,EXTRA SPACE 1461 BURLINGAME CA,161.6,Services,2022
11/4/2022,11/4/2022,FEDEX 390206021513 901-4348994 TN,20.25,Services,2022
11/4/2022,11/4/2022,LYFT *1 RIDE 11-02 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,10.9,Merchandise,2022
11/4/2022,11/4/2022,WWW.WEWORK.COM 6467604450 NY,29,Services,2022
11/5/2022,11/5/2022,ANCHOR PUBLIC TAPS SAN FRANCISCOCA,8.4,Restaurants,2022
11/5/2022,11/5/2022,SQ *FRANK GRIZZLY?S SAN FRANCISCOCA0001152921512127443477,97.45,Restaurants,2022
11/6/2022,11/6/2022,APPLE.COM/BILL 866-712-7753 CAMMWBVG39H4A0,9.99,Merchandise,2022
11/7/2022,11/7/2022,HABIT SAN MATEO #50 SAN MATEO CA,15.67,Restaurants,2022
11/7/2022,11/7/2022,WHOLEFDS SMT 10150 SAN MATEO CA,16.59,Supermarkets,2022
11/8/2022,11/8/2022,NBA*SACRAMENTO KINGS 916-928-3683 CAMICD58A500-ERBAN,158,Travel/ Entertainment,2022
11/9/2022,11/9/2022,AMZN MKTP US*HB4TE31U0 AMZN.COM/BILLWA4JBTMKBCPJP,117.27,Merchandise,2022
11/9/2022,11/9/2022,ATI49980-11090430 310-627-2866 CAAPPLE PAY ENDING IN 1455,71.67,Travel/ Entertainment,2022
11/9/2022,11/9/2022,BEST BUY 00008730295 COLMA CA,36.46,Merchandise,2022
11/9/2022,11/9/2022,FUEL 24 7 WESTBOROUGH SAN FRANCISCOCA,48.65,Gasoline,2022
11/9/2022,11/9/2022,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0NDWKX1,64.99,Services,2022
11/9/2022,11/9/2022,STORE*TEA PLUS NOODLES 6506819470 CA,16.75,Restaurants,2022
11/10/2022,11/10/2022,WALGREENS #12257 BURLINGAME CA,30.28,Merchandise,2022
11/11/2022,11/11/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWBVKWJ8QA0,26.49,Merchandise,2022
11/11/2022,11/11/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWBVKBT8NA0,37.09,Merchandise,2022
11/11/2022,11/11/2022,CINEPOLIS SAN MATEO SAN MATEO CA01177R,31.79,Restaurants,2022
11/11/2022,11/11/2022,COCOLA SAN JOSE CA,6.12,Restaurants,2022
11/11/2022,11/11/2022,MAIDO STATIONERY - SJ SAN JOSE CA,37.12,Merchandise,2022
11/11/2022,11/11/2022,SQ *SALT & STRAW SAN JOSE CA0001152921512150964054,7.74,Restaurants,2022
11/12/2022,11/12/2022,AMZN MKTP US*HB60245D1 AMZN.COM/BILLWATZSMW0BB17N,29.59,Merchandise,2022
11/12/2022,11/12/2022,PAYPAL *COURSE HERO 402-935-7733 CA,119.4,Services,2022
11/13/2022,11/13/2022,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,11.78,Restaurants,2022
11/14/2022,11/14/2022,HYATT REG PHOENIX F&B PHOENIX AZ,15.37,Restaurants,2022
11/14/2022,11/14/2022,SKYLINE NEWS AND GIFTS SAN FRANCISCOCA,8.35,Merchandise,2022
11/14/2022,11/14/2022,SOL SCOTTSDALE SCOTTSDALE AZ,150.34,Restaurants,2022
11/14/2022,11/14/2022,WALGREENS #5893 PHOENIX AZ,30.82,Merchandise,2022
11/15/2022,11/15/2022,CASH APP*CYANFACE 415-375-3176 CAITEM TRANSFERRED FROM PREV ACCOUNT,103,Merchandise,2022
11/15/2022,11/15/2022,RASPADOS Y ANTOJITAS LA PHOENIX AZAPPLE PAY ENDING IN 1455,8.15,Restaurants,2022
11/15/2022,11/15/2022,SPOTIFY P1EEF8D48A 8777781161 NY,4.99,Merchandise,2022
11/16/2022,11/16/2022,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455,15.89,Merchandise,2022
11/16/2022,11/16/2022,CCBILL.COM 888-5969279 AZ,9.56,Merchandise,2022
11/16/2022,11/16/2022,CCBILL.COM 888-5969279 AZ,10.52,Merchandise,2022
11/17/2022,11/17/2022,ALHAMBRA IRISH HOUSE REDWOOD CITY CA,73.85,Restaurants,2022
11/17/2022,11/17/2022,COMMUTIFI SAN MATEO CA,20,Services,2022
11/17/2022,11/17/2022,SKY CLUB COFFEE FOOD PHOENIX AZ,9.22,Restaurants,2022
11/17/2022,11/17/2022,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,111.63,Merchandise,2022
11/17/2022,11/17/2022,WWW.WEWORK.COM 6467604450 NY,39,Services,2022
11/18/2022,11/18/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWBW5H63FA0,5.29,Merchandise,2022
11/18/2022,11/18/2022,CCBILL.COM 888-5969279 AZ,19.13,Merchandise,2022
11/18/2022,11/18/2022,INTERNET PAYMENT - THANK YOU,-1787.06,Payments and Credits,2022
11/18/2022,11/18/2022,LYFT *1 RIDE 11-17 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,8.7,Merchandise,2022
11/18/2022,11/18/2022,MEET FRESH-SAN MATEO SAN MATEO CAAPPLE PAY ENDING IN 1455,8.59,Restaurants,2022
11/19/2022,11/19/2022,TCB*MTA METER MTA P 415-701-2311 CA,27.37,Services,2022
11/20/2022,11/21/2022,SPOTIFY P1EEF8D48A 8777781161 NY,-4.99,Payments and Credits,2022
11/22/2022,11/22/2022,AMZN MKTP US*HW2JI6JG0 AMZN.COM/BILLWA3W6O0MBS3F1,60.28,Merchandise,2022
11/22/2022,11/22/2022,NBA*SACRAMENTO KINGS 916-928-3683 CAMIC8340E00-F7IVS,40,Travel/ Entertainment,2022
11/22/2022,11/22/2022,NBA*SACRAMENTO KINGS 916-928-3683 CAMICE276000-F7IVS,78,Travel/ Entertainment,2022
11/23/2022,11/23/2022,AMZN MKTP US*HW73670Y1 AMZN.COM/BILLWA4LN8UKWQWKY,13.14,Merchandise,2022
11/23/2022,11/23/2022,CCBILL.COM 888-5969279 AZ,17,Merchandise,2022
11/23/2022,11/23/2022,SQ *SUAVECITO BIRRIA & SAN MATEO CA0001152921512209521933,103.35,Restaurants,2022
11/25/2022,11/25/2022,AMC 4145 KABUKI 8 SAN FRANCISCOCA,5.19,Travel/ Entertainment,2022
11/25/2022,11/25/2022,AMC 4145 KABUKI 8 SAN FRANCISCOCA,19.11,Restaurants,2022
11/25/2022,11/25/2022,ARCO#06139HILLSDALE ARCO FOSTER CITY CA,57.46,Gasoline,2022
11/26/2022,11/26/2022,AMAZON.COM*HW3VS0IA0 AMZN.COM/BILLWA38RTAA3QSDX,49.32,Merchandise,2022
11/27/2022,11/27/2022,CAFFE CENTRAL BURLINGAME CA,37.77,Restaurants,2022
11/27/2022,11/27/2022,LYFT *RIDE SAT 4PM 8552800278 CAITEM TRANSFERRED FROM PREV ACCOUNT,5,Merchandise,2022
11/28/2022,11/28/2022,LGND GOLDEN 1 CONCESSION SACRAMENTO CA,24.8,Restaurants,2022
11/29/2022,11/29/2022,CARLS JR 1100705 FOSTER CITY CA,20.85,Restaurants,2022
11/29/2022,11/29/2022,LYFT *2 RIDES 11-27 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,23.98,Merchandise,2022
11/30/2022,11/30/2022,MANNA SAN FRANCISCOCA,42.27,Restaurants,2022
11/30/2022,11/30/2022,SHELL57444215701 SAN MATEO CA,45.31,Gasoline,2022
12/1/2022,12/1/2022,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,14.61,Restaurants,2022
12/1/2022,12/1/2022,SPOTIFY P1F47AF554 8777781161 NY,4.99,Merchandise,2022
12/1/2022,12/1/2022,YARD HOUSE 0108379 SACRAMENTO CA,62.32,Restaurants,2022
12/1/2022,12/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise,2022
12/2/2022,12/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
12/2/2022,12/3/2022,LYFT *2 RIDES 11-30 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,26.76,Merchandise,2022
12/2/2022,12/3/2022,OBSIDIAN.MD 2262203323 CAN,10,Merchandise,2022
12/2/2022,12/3/2022,WALGREENS #0625 MILLBRAE CA,60.43,Merchandise,2022
12/3/2022,12/3/2022,AUTOMATIC STATEMENT CREDIT,-146.04,Awards and Rebate Credits,2022
12/3/2022,12/3/2022,FASTRAK VIOLATION CENT 415-486-8655 CA,7,Travel/ Entertainment,2022
12/3/2022,12/3/2022,GOOGLE *YT PRIMETIME G.CO/HELPPAY#CAP0NLZNRX,15.89,Services,2022
12/3/2022,12/3/2022,INTERNET PAYMENT - THANK YOU,-250,Payments and Credits,2022
12/3/2022,12/3/2022,INTERNET PAYMENT - THANK YOU,-250,Payments and Credits,2022
12/3/2022,12/3/2022,LYFT *2 RIDES 12-02 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,25.8,Merchandise,2022
12/3/2022,12/3/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,80.08,Merchandise,2022
12/4/2022,12/4/2022,CITYOFSAC IPS PKGMETER SACRAMENTO CA00419R,12,Services,2022
12/4/2022,12/4/2022,COURSRA5IM7YPM1EY6M1D 650-963-9884 CA,49,Education,2022
12/4/2022,12/4/2022,EXTRA SPACE 1461 BURLINGAME CA,161.6,Services,2022
12/4/2022,12/4/2022,INTERNET PAYMENT - THANK YOU,-416.58,Payments and Credits,2022
12/4/2022,12/4/2022,LGND GOLDEN 1 CONCESSION SACRAMENTO CA,16.75,Restaurants,2022
12/4/2022,12/4/2022,LYFT *2 RIDES 12-03 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,28.77,Merchandise,2022
12/4/2022,12/4/2022,SHELL57444215701 SAN MATEO CA,2.73,Gasoline,2022
12/4/2022,12/4/2022,SHELL57444215701 SAN MATEO CA,43.24,Gasoline,2022
12/4/2022,12/4/2022,SQ *KOJA KITCHEN SAC T SACRAMENTO CA0001152921512252863641,31.81,Restaurants,2022
12/5/2022,12/5/2022,NBA*SACRAMENTO KINGS 916-928-3683 CAMICEC68600-ERBAN,69,Travel/ Entertainment,2022
12/5/2022,12/5/2022,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,10.41,Restaurants,2022
12/6/2022,12/6/2022,CARLS JR 1100705 FOSTER CITY CA,27.67,Restaurants,2022
12/6/2022,12/6/2022,CVS/PHARMACY #09879 FOSTER CITY CA,15.4,Merchandise,2022
12/6/2022,12/6/2022,LYFT *2 RIDES 12-04 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,23.92,Merchandise,2022
12/6/2022,12/6/2022,LYFT *2 RIDES 12-05 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,25.35,Merchandise,2022
12/7/2022,12/7/2022,APPLE.COM/BILL 111-111-1111 CA,9.99,Merchandise,2022
12/7/2022,12/7/2022,SAFEWAY #1547 BURLINGAME CA,7.49,Supermarkets,2022
12/8/2022,12/8/2022,AMAZON.COM*6048P3W23 AMZN.COM/BILLWA39643V7T7M4,124.19,Merchandise,2022
12/8/2022,12/8/2022,AMAZON.COM*KV4640W53 AMZN.COM/BILLWA2WL3WOJ54WD,98.65,Merchandise,2022
12/8/2022,12/8/2022,GITHUB 8774484820 CA,83.29,Services,2022
12/9/2022,12/9/2022,FOOTWEAR ETC - SAN MATEO SAN MATEO CA,108.52,Merchandise,2022
12/9/2022,12/9/2022,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0NVSCHO,64.99,Services,2022
12/9/2022,12/9/2022,SLICE*SENIORESPIZZA 8889749928 NY,38.51,Restaurants,2022
12/9/2022,12/9/2022,SQ *MINTS & HONEY BURL BURLINGAME CA0001152921512269370957,12.61,Restaurants,2022
12/10/2022,12/10/2022,LYFT *1 RIDE 12-09 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,13.87,Merchandise,2022
12/11/2022,12/11/2022,LYFT *2 RIDES 12-10 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,26.98,Merchandise,2022
12/12/2022,12/12/2022,EBOOKS.COM 8003016090 NV,71.99,Merchandise,2022
12/12/2022,12/12/2022,LYFT *1 RIDE 12-11 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,15.88,Merchandise,2022
12/12/2022,12/12/2022,REGAL CINEMAS MOBILE APP 877-835-5734 TN,47.6,Travel/ Entertainment,2022
12/13/2022,12/13/2022,INTERNET PAYMENT - THANK YOU,-500,Payments and Credits,2022
12/13/2022,12/13/2022,INTERNET PAYMENT - THANK YOU,-500,Payments and Credits,2022
12/13/2022,12/13/2022,PANDA EXPRESS #907 P 800-877-8988 CAAPPLE PAY ENDING IN 1455,10.41,Restaurants,2022
12/13/2022,12/13/2022,USPS CHANGE OF ADDRESS 800-238-3150 TN,1.1,Government Services,2022
12/14/2022,12/14/2022,LYFT *1 RIDE 12-12 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,13.72,Merchandise,2022
12/14/2022,12/14/2022,RIVER RUN DENTAL - SHORT HENRICO VA,144.18,Medical Services,2022
12/15/2022,12/15/2022,FIVE GUYS CA 1370 QSR BURLINGAME CA,20.92,Restaurants,2022
12/15/2022,12/15/2022,INTERNET PAYMENT - THANK YOU,-500.27,Payments and Credits,2022
12/15/2022,12/15/2022,WALGREENS #0625 MILLBRAE CA,80.9,Merchandise,2022
12/17/2022,12/17/2022,DISH N DASH 1ST SAN JOSE CA,25.18,Restaurants,2022
12/17/2022,12/17/2022,LYFT *1 RIDE 12-15 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,17.81,Merchandise,2022
12/17/2022,12/17/2022,LYFT *2 RIDES 12-16 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,30.42,Merchandise,2022
